,protein_id,namespace,phage_id,description,isPhage,struc_cluster_id,struc_cluster_size
6388,QXV82921.1,molecular_function,MZ501094,class III anaerobic NTP reductase activator,True,1880,33
1549,QXV81764.1,molecular_function,MZ501086,anaerobic ribonucleotide reductase small subunit,True,1880,33
1550,QXV84930.1,molecular_function,MZ501106,anaerobic NTP reductase small subunit,True,1880,33
1551,QXV83219.1,molecular_function,MZ501096,anaerobic NTP reductase small subunit,True,1880,33
1553,QXV75188.1,molecular_function,MZ501047,anaerobic NTP reductase small subunit,True,1880,33
1572,QXV78630.1,molecular_function,MZ501065,anaerobic NTP reductase small subunit,True,1880,33
6389,QXV76748.1,molecular_function,MZ501054,class III anaerobic NTP reductase activator,True,1880,33
1571,QXV82169.1,molecular_function,MZ501089,anaerobic NTP reductase small subunit,True,1880,33
1570,AYD82672.1,molecular_function,MH751506.1,anaerobic NTP reductase small subunit,True,1880,33
1554,QXV76043.1,molecular_function,MZ501050,anaerobic NTP reductase small subunit,True,1880,33
1555,AXN58114.1,molecular_function,MH550421.1,anaerobic NTP reductase small subunit,True,1880,33
1569,QXV83557.1,molecular_function,MZ501098,anaerobic NTP reductase small subunit,True,1880,33
1567,QXV86027.1,molecular_function,MZ501113,anaerobic NTP reductase small subunit,True,1880,33
1566,NP_418658.1,molecular_function,NC_000913.3,anaerobic ribonucleoside-triphosphate reductase activating protein,False,1880,33
1564,QXV76402.1,molecular_function,MZ501052,anaerobic NTP reductase small subunit,True,1880,33
1562,QXV85692.1,molecular_function,MZ501111,class III anaerobic NTP reductase activator,True,1880,33
1561,QXV76748.1,molecular_function,MZ501054,class III anaerobic NTP reductase activator,True,1880,33
1560,QXV82921.1,molecular_function,MZ501094,class III anaerobic NTP reductase activator,True,1880,33
1559,NP_049688.1,molecular_function,NC_000866.4,anaerobic ribonucleotide reductase small subunit,True,1880,33
1556,QXV78903.1,molecular_function,MZ501066,anaerobic NTP reductase small subunit,True,1880,33
1558,QXV75466.1,molecular_function,MZ501046,anaerobic NTP reductase small subunit,True,1880,33
1547,QXV77022.1,molecular_function,MZ501056,anaerobic NTP reductase small subunit,True,1880,33
1548,QXV77647.1,molecular_function,MZ501060,class III anaerobic NTP reductase activator,True,1880,33
6377,AXN58114.1,molecular_function,MH550421.1,anaerobic NTP reductase small subunit,True,1880,33
6387,QXV77857.1,molecular_function,MZ501061,class III anaerobic NTP reductase activator,True,1880,33
6386,NP_049688.1,molecular_function,NC_000866.4,anaerobic ribonucleotide reductase small subunit,True,1880,33
6385,QXV78085.1,molecular_function,MZ501062,class III anaerobic NTP reductase activator,True,1880,33
6384,QXV75729.1,molecular_function,MZ501048,class III anaerobic NTP reductase activator,True,1880,33
6383,QXV79967.1,molecular_function,MZ501073,class III anaerobic NTP reductase activator,True,1880,33
6382,QXV84259.1,molecular_function,MZ501102,class III anaerobic NTP reductase activator,True,1880,33
6381,QXV75466.1,molecular_function,MZ501046,anaerobic NTP reductase small subunit,True,1880,33
6380,QXV79180.1,molecular_function,MZ501067,anaerobic NTP reductase small subunit,True,1880,33
4605,QXV78085.1,molecular_function,MZ501062,class III anaerobic NTP reductase activator,True,1880,33
6378,QXV78903.1,molecular_function,MZ501066,anaerobic NTP reductase small subunit,True,1880,33
6376,QXV76043.1,molecular_function,MZ501050,anaerobic NTP reductase small subunit,True,1880,33
1557,QXV79180.1,molecular_function,MZ501067,anaerobic NTP reductase small subunit,True,1880,33
6374,QXV83219.1,molecular_function,MZ501096,anaerobic NTP reductase small subunit,True,1880,33
6373,QXV84930.1,molecular_function,MZ501106,anaerobic NTP reductase small subunit,True,1880,33
6372,QXV81764.1,molecular_function,MZ501086,anaerobic ribonucleotide reductase small subunit,True,1880,33
6371,QXV81079.1,molecular_function,MZ501082,class III anaerobic NTP reductase activator,True,1880,33
6370,QXV77647.1,molecular_function,MZ501060,class III anaerobic NTP reductase activator,True,1880,33
6369,QXV77022.1,molecular_function,MZ501056,anaerobic NTP reductase small subunit,True,1880,33
6375,QXV75188.1,molecular_function,MZ501047,anaerobic NTP reductase small subunit,True,1880,33
6357,QXV77266.1,biological_process,MZ501058,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
898,QXV79969.1,molecular_function,MZ501073,class III anaerobic NTP reductase,True,1881,90
899,QXV84261.1,molecular_function,MZ501102,class III anaerobic NTP reductase,True,1881,90
900,QXV75731.1,molecular_function,MZ501048,class III anaerobic NTP reductase,True,1881,90
901,QXV80410.1,molecular_function,MZ501076,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6356,QXV78087.1,biological_process,MZ501062,class III anaerobic NTP reductase,True,1881,90
902,NP_049690.1,molecular_function,NC_000866.4,anaerobic ribonucleoside reductase large subunit,True,1881,90
887,QXV83221.1,molecular_function,MZ501096,anaerobic NTP reductase large subunit,True,1881,90
893,QXV82698.1,molecular_function,MZ501093,class III anaerobic NTP reductase,True,1881,90
6367,QXV86028.1,biological_process,MZ501113,anaerobic NTP reductase large subunit,True,1881,90
6366,AYD82673.1,biological_process,MH751506.1,anaerobic ribonucleotide reductase subunit,True,1881,90
6365,QXV82170.1,biological_process,MZ501089,anaerobic NTP reductase large subunit,True,1881,90
6364,QXV80238.1,biological_process,MZ501075,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6363,QXV77651.1,biological_process,MZ501060,class III anaerobic NTP reductase,True,1881,90
6362,YP_006927.1,biological_process,NC_005859.1,NrdD-like anaerobic ribonucleotide reductase large subunit,True,1881,90
895,QXV77023.1,molecular_function,MZ501056,anaerobic NTP reductase large subunit,True,1881,90
885,QXV85126.1,molecular_function,MZ501108,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
886,QXV75189.1,molecular_function,MZ501047,anaerobic NTP reductase large subunit,True,1881,90
6360,QXV84359.1,biological_process,MZ501103,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6359,QXV80070.1,biological_process,MZ501074,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6358,QXV81758.1,biological_process,MZ501086,anaerobic nucleotide reductase large subunit,True,1881,90
891,QXV85697.1,molecular_function,MZ501111,class III anaerobic NTP reductase,True,1881,90
892,QXV82925.1,molecular_function,MZ501094,class III anaerobic NTP reductase,True,1881,90
6361,AXN58116.1,biological_process,MH550421.1,anaerobic ribonucleotide reductase subunit,True,1881,90
6349,QXV75467.1,biological_process,MZ501046,anaerobic NTP reductase large subunit,True,1881,90
6597,QXV84616.1,biological_process,MZ501105,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
904,QXV76045.1,molecular_function,MZ501050,anaerobic NTP reductase large subunit,True,1881,90
921,YP_026205.1,molecular_function,NC_000913.3,2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,False,1881,90
6625,QXV83095.1,biological_process,MZ501096,aerobic NDP reductase A subunit,True,1881,90
6624,NP_416737.1,biological_process,NC_000913.3,ribonucleoside-diphosphate reductase 1 subunit alpha,False,1881,90
6623,QXV79053.1,biological_process,MZ501067,aerobic NDP reductase A subunit,True,1881,90
6622,QXV77269.1,biological_process,MZ501058,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6620,QXV75069.1,biological_process,MZ501047,aerobic NDP reductase A subunit,True,1881,90
6619,QXV76908.1,biological_process,MZ501056,aerobic NDP reductase A subunit,True,1881,90
922,QXV78204.1,molecular_function,MZ501063,class III anaerobic NTP reductase,True,1881,90
6618,QXV84801.1,biological_process,MZ501106,aerobic NDP reductase A subunit,True,1881,90
6616,QXV81307.1,biological_process,MZ501083,class I NTP reductase alpha subunit,True,1881,90
6615,QXV80413.1,biological_process,MZ501076,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6614,QXV80241.1,biological_process,MZ501075,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6613,QXV84264.1,biological_process,MZ501102,class I NTP reductase alpha subunit,True,1881,90
6612,QXV85129.1,biological_process,MZ501108,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6611,QXV82702.1,biological_process,MZ501093,class I NTP reductase alpha subunit,True,1881,90
6610,QXV81084.1,biological_process,MZ501082,class I NTP reductase alpha subunit,True,1881,90
6617,QXV78506.1,biological_process,MZ501065,aerobic NDP reductase A subunit,True,1881,90
6609,QXV81562.1,biological_process,MZ501084,class I NTP reductase alpha subunit,True,1881,90
923,QXV78631.1,molecular_function,MZ501065,anaerobic NTP reductase large subunit,True,1881,90
926,QXV77859.1,molecular_function,MZ501061,class III anaerobic NTP reductase,True,1881,90
3916,NP_415423.1,biological_process,NC_000913.3,pyruvate formate-lyase,False,1881,90
3917,YP_026205.1,biological_process,NC_000913.3,2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,False,1881,90
947,QXV86028.1,molecular_function,MZ501113,anaerobic NTP reductase large subunit,True,1881,90
946,AYD82673.1,molecular_function,MH751506.1,anaerobic ribonucleotide reductase subunit,True,1881,90
944,QXV82170.1,molecular_function,MZ501089,anaerobic NTP reductase large subunit,True,1881,90
943,QXV80238.1,molecular_function,MZ501075,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
942,QXV77651.1,molecular_function,MZ501060,class III anaerobic NTP reductase,True,1881,90
924,QXV83558.1,molecular_function,MZ501098,anaerobic NTP reductase large subunit,True,1881,90
941,YP_006927.1,molecular_function,NC_005859.1,NrdD-like anaerobic ribonucleotide reductase large subunit,True,1881,90
934,QXV84359.1,molecular_function,MZ501103,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
933,QXV80070.1,molecular_function,MZ501074,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
932,QXV77266.1,molecular_function,MZ501058,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
931,QXV78087.1,molecular_function,MZ501062,class III anaerobic NTP reductase,True,1881,90
930,QXV81421.1,molecular_function,MZ501084,class III anaerobic NTP reductase,True,1881,90
929,NP_415344.1,molecular_function,NC_000913.3,putative pyruvate formate lyase,False,1881,90
927,NP_418659.1,molecular_function,NC_000913.3,anaerobic ribonucleoside-triphosphate reductase,False,1881,90
940,AXN58116.1,molecular_function,MH550421.1,anaerobic ribonucleotide reductase subunit,True,1881,90
903,QXV76403.1,molecular_function,MZ501052,anaerobic NTP reductase large subunit,True,1881,90
6608,QXV78351.1,biological_process,MZ501063,class I NTP reductase alpha subunit,True,1881,90
6606,QXV83956.1,biological_process,MZ501100,class I NTP reductase alpha subunit,True,1881,90
6585,QXV82046.1,biological_process,MZ501089,aerobic NDP reductase A subunit,True,1881,90
6584,AYD82820.1,biological_process,MH751506.1,ribonucleoside-diphosphate reductase subunit alpha,True,1881,90
6583,QXV82928.1,biological_process,MZ501094,class I NTP reductase alpha subunit,True,1881,90
6582,QXV76755.1,biological_process,MZ501054,class I NTP reductase alpha subunit,True,1881,90
920,QXV75467.1,molecular_function,MZ501046,anaerobic NTP reductase large subunit,True,1881,90
919,QXV78904.1,molecular_function,MZ501066,anaerobic NTP reductase large subunit,True,1881,90
916,QXV81304.1,molecular_function,MZ501083,class III anaerobic NTP reductase,True,1881,90
6586,QXV77654.1,biological_process,MZ501060,class I NTP reductase alpha subunit,True,1881,90
914,QXV79663.1,molecular_function,MZ501072,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
912,QXV83812.1,molecular_function,MZ501100,class III anaerobic NTP reductase,True,1881,90
911,QXV76752.1,molecular_function,MZ501054,class III anaerobic NTP reductase,True,1881,90
910,QXV84932.1,molecular_function,MZ501106,anaerobic NTP reductase large subunit,True,1881,90
908,QXV84613.1,molecular_function,MZ501105,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
907,NP_415423.1,molecular_function,NC_000913.3,pyruvate formate-lyase,False,1881,90
906,QXV79181.1,molecular_function,MZ501067,anaerobic NTP reductase large subunit,True,1881,90
905,QXV81081.1,molecular_function,MZ501082,class III anaerobic NTP reductase,True,1881,90
913,QXV85298.1,molecular_function,MZ501109,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6607,NP_417161.1,biological_process,NC_000913.3,ribonucleoside-diphosphate reductase 2 subunit alpha,False,1881,90
6587,QXV75734.1,biological_process,MZ501048,class I NTP reductase alpha subunit,True,1881,90
6589,QXV75918.1,biological_process,MZ501050,aerobic NDP reductase A subunit,True,1881,90
6605,QXV78775.1,biological_process,MZ501066,aerobic NDP reductase A subunit,True,1881,90
6604,AXN58264.1,biological_process,MH550421.1,ribonucleoside-diphosphate reductase subunit alpha,True,1881,90
6603,QXV80073.1,biological_process,MZ501074,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6602,QXV78091.1,biological_process,MZ501062,class I NTP reductase alpha subunit,True,1881,90
6601,QXV81753.1,biological_process,MZ501086,ribonucleotide reductase alpha subunit,True,1881,90
6600,QXV85701.1,biological_process,MZ501111,class I NTP reductase alpha subunit,True,1881,90
6599,QXV79972.1,biological_process,MZ501073,class I NTP reductase alpha subunit,True,1881,90
6588,QXV79666.1,biological_process,MZ501072,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6598,QXV85301.1,biological_process,MZ501109,ribonucleoside diphosphate reductase alpha subunit,True,1881,90
6596,QXV83432.1,biological_process,MZ501098,aerobic NDP reductase A subunit,True,1881,90
6595,QXV76275.1,biological_process,MZ501052,aerobic NDP reductase A subunit,True,1881,90
6594,QXV85902.1,biological_process,MZ501113,aerobic NDP reductase A subunit,True,1881,90
6593,QXV75341.1,biological_process,MZ501046,aerobic NDP reductase A subunit,True,1881,90
6592,YP_006924.1,biological_process,NC_005859.1,ribonucleoside-diphosphate reductase large subunit,True,1881,90
6591,NP_049845.1,biological_process,NC_000866.4,NrdA-like aerobic NDP reductase large subunit,True,1881,90
6590,QXV77862.1,biological_process,MZ501061,class I NTP reductase alpha subunit,True,1881,90
6355,QXV81421.1,biological_process,MZ501084,class III anaerobic NTP reductase,True,1881,90
6354,NP_418659.1,biological_process,NC_000913.3,anaerobic ribonucleoside-triphosphate reductase,False,1881,90
6347,QXV81304.1,biological_process,MZ501083,class III anaerobic NTP reductase,True,1881,90
6352,QXV83558.1,biological_process,MZ501098,anaerobic NTP reductase large subunit,True,1881,90
6333,QXV84261.1,biological_process,MZ501102,class III anaerobic NTP reductase,True,1881,90
6332,QXV79969.1,biological_process,MZ501073,class III anaerobic NTP reductase,True,1881,90
6331,QXV77023.1,biological_process,MZ501056,anaerobic NTP reductase large subunit,True,1881,90
6330,QXV82698.1,biological_process,MZ501093,class III anaerobic NTP reductase,True,1881,90
6329,QXV82925.1,biological_process,MZ501094,class III anaerobic NTP reductase,True,1881,90
6328,QXV85697.1,biological_process,MZ501111,class III anaerobic NTP reductase,True,1881,90
6334,QXV75731.1,biological_process,MZ501048,class III anaerobic NTP reductase,True,1881,90
6327,QXV83221.1,biological_process,MZ501096,anaerobic NTP reductase large subunit,True,1881,90
6325,QXV85126.1,biological_process,MZ501108,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
884,NP_418386.1,molecular_function,NC_000913.3,putative formate acetyltransferase 2,False,1881,90
3033,NP_415344.1,molecular_function,NC_000913.3,putative pyruvate formate lyase,False,1881,90
3032,YP_026205.1,molecular_function,NC_000913.3,2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,False,1881,90
3031,NP_415423.1,molecular_function,NC_000913.3,pyruvate formate-lyase,False,1881,90
6353,QXV77859.1,biological_process,MZ501061,class III anaerobic NTP reductase,True,1881,90
6326,QXV75189.1,biological_process,MZ501047,anaerobic NTP reductase large subunit,True,1881,90
6335,QXV80410.1,biological_process,MZ501076,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
3030,NP_418386.1,molecular_function,NC_000913.3,putative formate acetyltransferase 2,False,1881,90
6337,QXV76403.1,biological_process,MZ501052,anaerobic NTP reductase large subunit,True,1881,90
6348,QXV78904.1,biological_process,MZ501066,anaerobic NTP reductase large subunit,True,1881,90
6336,NP_049690.1,biological_process,NC_000866.4,anaerobic ribonucleoside reductase large subunit,True,1881,90
6351,QXV78631.1,biological_process,MZ501065,anaerobic NTP reductase large subunit,True,1881,90
6346,QXV79663.1,biological_process,MZ501072,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6345,QXV85298.1,biological_process,MZ501109,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6344,QXV83812.1,biological_process,MZ501100,class III anaerobic NTP reductase,True,1881,90
6350,QXV78204.1,biological_process,MZ501063,class III anaerobic NTP reductase,True,1881,90
6342,QXV84932.1,biological_process,MZ501106,anaerobic NTP reductase large subunit,True,1881,90
6341,QXV84613.1,biological_process,MZ501105,anaerobic ribonucleoside-triphosphate reductase,True,1881,90
6340,QXV79181.1,biological_process,MZ501067,anaerobic NTP reductase large subunit,True,1881,90
6338,QXV76045.1,biological_process,MZ501050,anaerobic NTP reductase large subunit,True,1881,90
6339,QXV81081.1,biological_process,MZ501082,class III anaerobic NTP reductase,True,1881,90
6343,QXV76752.1,biological_process,MZ501054,class III anaerobic NTP reductase,True,1881,90
6402,NP_415422.1,molecular_function,NC_000913.3,pyruvate formate-lyase activating enzyme,False,1918,11
6403,NP_418796.1,molecular_function,NC_000913.3,putative glycyl-radical enzyme activating enzyme YjjW,False,1918,11
6404,NP_415422.1,molecular_function,NC_000913.3,pyruvate formate-lyase activating enzyme,False,1918,11
6405,NP_415345.2,molecular_function,NC_000913.3,putative pyruvate formate-lyase activating enzyme YbiY,False,1918,11
1565,NP_415345.2,molecular_function,NC_000913.3,putative pyruvate formate-lyase activating enzyme YbiY,False,1918,11
1568,NP_418387.3,molecular_function,NC_000913.3,putative pyruvate formate-lyase 2 activating enzyme PflC,False,1918,11
4597,QXV79560.1,molecular_function,MZ501071,7-carboxy-7-deazaguanine synthase,True,1918,11
1563,NP_415422.1,molecular_function,NC_000913.3,pyruvate formate-lyase activating enzyme,False,1918,11
4593,QXV84507.1,molecular_function,MZ501104,7-carboxy-7-deazaguanine synthase,True,1918,11
6406,NP_418387.3,molecular_function,NC_000913.3,putative pyruvate formate-lyase 2 activating enzyme PflC,False,1918,11
1552,NP_418796.1,molecular_function,NC_000913.3,putative glycyl-radical enzyme activating enzyme YjjW,False,1918,11
4617,NP_415422.1,molecular_function,NC_000913.3,pyruvate formate-lyase activating enzyme,False,1918,11
4589,NP_418796.1,molecular_function,NC_000913.3,putative glycyl-radical enzyme activating enzyme YjjW,False,1918,11
4607,QXV79301.1,molecular_function,MZ501068,7-carboxy-7-deazaguanine synthase,True,1918,11
4586,QXV82389.1,molecular_function,MZ501091,7-carboxy-7-deazaguanine synthase,True,1918,11
4619,NP_415345.2,molecular_function,NC_000913.3,putative pyruvate formate-lyase activating enzyme YbiY,False,1918,11
4624,QXV85787.1,molecular_function,MZ501112,7-carboxy-7-deazaguanine synthase,True,1918,11
4631,QXV85465.1,molecular_function,MZ501110,7-carboxy-7-deazaguanine synthase,True,1918,11
4632,NP_418387.3,molecular_function,NC_000913.3,putative pyruvate formate-lyase 2 activating enzyme PflC,False,1918,11
4639,QXV77149.1,molecular_function,MZ501057,7-carboxy-7-deazaguanine synthase,True,1918,11
883,QXV83601.1,molecular_function,MZ501098,hypothetical protein,True,2156,8
939,QXV84965.1,molecular_function,MZ501106,hypothetical protein,True,2156,8
938,QXV76443.1,molecular_function,MZ501052,hypothetical protein,True,2156,8
936,QXV82211.1,molecular_function,MZ501089,hypothetical protein,True,2156,8
915,QXV75224.1,molecular_function,MZ501047,hypothetical protein,True,2156,8
917,NP_417074.1,molecular_function,NC_000913.3,stress-induced alternate pyruvate formate-lyase subunit,False,2156,8
937,QXV86074.1,molecular_function,MZ501113,hypothetical protein,True,2156,8
879,QXV75510.1,molecular_function,MZ501046,hypothetical protein,True,2156,8
10574,XPK40949.1,biological_process,PQ850602,internal virion protein,True,2246,10
4676,NP_416395.1,biological_process,NC_000913.3,chemotaxis protein CheZ,False,2246,10
10575,XPK40438.1,biological_process,PQ850595,internal virion protein,True,2246,10
10576,QXV76841.1,biological_process,MZ501055,DNA injection channel protein A,True,2246,10
10573,QXV80672.1,biological_process,MZ501078,DNA injection channel protein A,True,2246,10
10578,QXV78438.1,biological_process,MZ501064,DNA injection channel protein A,True,2246,10
10579,XPK40897.1,biological_process,PQ850601,internal virion protein,True,2246,10
10580,XPK42574.1,biological_process,PQ850620,internal virion protein,True,2246,10
10581,QXV80897.1,biological_process,MZ501081,DNA injection channel protein A,True,2246,10
10577,NP_042002.1,biological_process,NC_001604,internal virion protein,True,2246,10
783,QXV81383.1,molecular_function,MZ501084,Dam-like N6-adenine methyltransferase,True,2535,4
782,QXV83774.1,molecular_function,MZ501100,Dam-like N6-adenine methyltransferase,True,2535,4
1609,QXV83774.1,biological_process,MZ501100,Dam-like N6-adenine methyltransferase,True,2535,4
1608,QXV78166.1,biological_process,MZ501063,Dam-like N6-adenine methyltransferase,True,2535,4
2274,NP_417728.4,molecular_function,NC_000913.3,DNA adenine methyltransferase,False,2535,4
781,QXV78166.1,molecular_function,MZ501063,Dam-like N6-adenine methyltransferase,True,2535,4
2275,QXV78166.1,molecular_function,MZ501063,Dam-like N6-adenine methyltransferase,True,2535,4
9331,QXV83774.1,biological_process,MZ501100,Dam-like N6-adenine methyltransferase,True,2535,4
9330,QXV78166.1,biological_process,MZ501063,Dam-like N6-adenine methyltransferase,True,2535,4
2276,QXV83774.1,molecular_function,MZ501100,Dam-like N6-adenine methyltransferase,True,2535,4
2277,QXV81383.1,molecular_function,MZ501084,Dam-like N6-adenine methyltransferase,True,2535,4
780,NP_417728.4,molecular_function,NC_000913.3,DNA adenine methyltransferase,False,2535,4
1607,NP_417728.4,biological_process,NC_000913.3,DNA adenine methyltransferase,False,2535,4
1611,QXV81383.1,biological_process,MZ501084,Dam-like N6-adenine methyltransferase,True,2535,4
9332,QXV81383.1,biological_process,MZ501084,Dam-like N6-adenine methyltransferase,True,2535,4
10820,XPK42224.1,molecular_function,PQ850617,hypothetical protein,True,2641,85
10818,XPK40704.1,molecular_function,PQ850599,hypothetical protein,True,2641,85
10819,XPK40160.1,molecular_function,PQ850593,hypothetical protein,True,2641,85
10821,XPK42660.1,molecular_function,PQ850622,hypothetical protein,True,2641,85
10825,XPK40261.1,molecular_function,PQ850594,hypothetical protein,True,2641,85
10844,NP_049776.1,molecular_function,NC_000866.4,terminase large subunit,True,2641,85
10823,XPK41947.1,molecular_function,PQ850614,hypothetical protein,True,2641,85
10845,QXV84558.1,molecular_function,MZ501105,terminase large subunit,True,2641,85
10824,XPK41549.1,molecular_function,PQ850610,hypothetical protein,True,2641,85
4003,NP_417006.2,molecular_function,NC_000913.3,50S ribosomal subunit stability factor,False,2641,85
10826,XPK43035.1,molecular_function,PQ850626,hypothetical protein,True,2641,85
10846,QXV78991.1,molecular_function,MZ501067,terminase large subunit,True,2641,85
11163,NP_416423.4,biological_process,NC_000913.3,UvrABC excision nuclease subunit C,False,2641,85
10847,QXV84738.1,molecular_function,MZ501106,terminase large subunit,True,2641,85
10822,XPK41824.1,molecular_function,PQ850613,hypothetical protein,True,2641,85
10843,NP_049777.1,molecular_function,NC_000866.4,terminase large subunit,True,2641,85
1529,NP_416423.4,molecular_function,NC_000913.3,UvrABC excision nuclease subunit C,False,2641,85
10841,QXV76211.1,molecular_function,MZ501052,terminase large subunit,True,2641,85
10848,QXV85242.1,molecular_function,MZ501109,terminase large subunit,True,2641,85
966,NP_416423.4,molecular_function,NC_000913.3,UvrABC excision nuclease subunit C,False,2641,85
10834,QXV80355.1,molecular_function,MZ501076,terminase large subunit,True,2641,85
9381,NP_417006.2,molecular_function,NC_000913.3,50S ribosomal subunit stability factor,False,2641,85
10833,QXV79609.1,molecular_function,MZ501072,terminase large subunit,True,2641,85
3400,NP_416423.4,biological_process,NC_000913.3,UvrABC excision nuclease subunit C,False,2641,85
10832,QXV85072.1,molecular_function,MZ501108,terminase large subunit,True,2641,85
10842,QXV80013.1,molecular_function,MZ501074,terminase large subunit,True,2641,85
10831,QXV75278.1,molecular_function,MZ501046,terminase large subunit,True,2641,85
10836,QXV81983.1,molecular_function,MZ501089,terminase large subunit,True,2641,85
10837,QXV80183.1,molecular_function,MZ501075,terminase large subunit,True,2641,85
10838,YP_006983.1,molecular_function,NC_005859.1,terminase large subunit,True,2641,85
10830,QXV75007.1,molecular_function,MZ501047,terminase large subunit,True,2641,85
10839,QXV83033.1,molecular_function,MZ501096,terminase large subunit,True,2641,85
10829,AYD82764.1,molecular_function,MH751506.1,large terminase protein,True,2641,85
10840,QXV75856.1,molecular_function,MZ501050,terminase large subunit,True,2641,85
10835,QXV76846.1,molecular_function,MZ501056,terminase large subunit,True,2641,85
2620,NP_416423.4,biological_process,NC_000913.3,UvrABC excision nuclease subunit C,False,2641,85
10827,XPK43246.1,molecular_function,PQ850628,hypothetical protein,True,2641,85
10851,QXV78443.1,molecular_function,MZ501065,terminase large subunit,True,2641,85
10852,AXN58199.1,molecular_function,MH550421.1,large terminase protein,True,2641,85
10853,QXV78710.1,molecular_function,MZ501066,terminase large subunit,True,2641,85
10828,QXV83369.1,molecular_function,MZ501098,terminase large subunit,True,2641,85
10850,QXV85839.1,molecular_function,MZ501113,terminase large subunit,True,2641,85
7565,NP_417006.2,molecular_function,NC_000913.3,50S ribosomal subunit stability factor,False,2641,85
3623,NP_417006.2,molecular_function,NC_000913.3,50S ribosomal subunit stability factor,False,2641,85
1231,XPK42613.1,molecular_function,PQ850621,DNA methyltransferase,True,3047,42
1235,XPK43199.1,molecular_function,PQ850627,DNA methyltransferase,True,3047,42
1236,XPK42987.1,molecular_function,PQ850625,DNA methyltransferase,True,3047,42
8388,NP_414593.1,biological_process,NC_000913.3,"16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase",False,3047,42
8387,NP_414593.1,biological_process,NC_000913.3,"16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase",False,3047,42
1230,XPK40989.1,molecular_function,PQ850603,DNA methyltransferase,True,3047,42
1229,QXV76773.1,molecular_function,MZ501054,putative C5-cytosine-methyltransferase,True,3047,42
1228,XPK42111.1,molecular_function,PQ850615,DNA methyltransferase,True,3047,42
1225,XPK42478.1,molecular_function,PQ850619,DNA methyltransferase,True,3047,42
1222,XPK43409.1,molecular_function,PQ850629,DNA methyltransferase,True,3047,42
1221,XPK40656.1,molecular_function,PQ850598,DNA methyltransferase,True,3047,42
1223,XPK40566.1,molecular_function,PQ850597,DNA methyltransferase,True,3047,42
1226,XPK40479.1,molecular_function,PQ850596,hypothetical protein,True,3047,42
5709,NP_414593.1,biological_process,NC_000913.3,"16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase",False,3047,42
1227,XPK43699.1,molecular_function,PQ850632,DNA methyltransferase,True,3047,42
2072,XPK40926.1,biological_process,PQ850602,amidase,True,3060,10
9564,NP_041973.1,biological_process,NC_001604,amidase,True,3060,10
9565,QXV80651.1,biological_process,MZ501078,endolysin,True,3060,10
9566,XPK40926.1,biological_process,PQ850602,amidase,True,3060,10
4382,QXV80875.1,biological_process,MZ501081,endolysin,True,3060,10
4381,XPK40415.1,biological_process,PQ850595,amidase,True,3060,10
9567,QXV76819.1,biological_process,MZ501055,endolysin,True,3060,10
9568,QXV78416.1,biological_process,MZ501064,endolysin,True,3060,10
4385,NP_041973.1,biological_process,NC_001604,amidase,True,3060,10
10125,XPK42549.1,biological_process,PQ850620,amidase,True,3060,10
10126,XPK40875.1,biological_process,PQ850601,amidase,True,3060,10
4383,XPK42549.1,biological_process,PQ850620,amidase,True,3060,10
10124,QXV80875.1,biological_process,MZ501081,endolysin,True,3060,10
2076,NP_414652.1,biological_process,NC_000913.3,"1,6-anhydro-N-acetylmuramoyl-L-alanine amidase",False,3060,10
4387,XPK40926.1,biological_process,PQ850602,amidase,True,3060,10
4388,QXV76819.1,biological_process,MZ501055,endolysin,True,3060,10
4389,QXV78416.1,biological_process,MZ501064,endolysin,True,3060,10
